ID	TCGA-AH-6643-11A-01R-1830-07	TCGA-AG-3731-11A-01R-1736-07	TCGA-AG-3725-11A-01R-1736-07	TCGA-AG-3742-11A-01R-1660-07	TCGA-AF-2691-11A-01R-A32Z-07	TCGA-AF-5654-11A-11R-1660-07	TCGA-AF-2689-11A-01R-A32Z-07	TCGA-AF-2692-11A-01R-A32Z-07	TCGA-AG-3732-11A-01R-1660-07	TCGA-AF-3400-11A-01R-A32Z-07	TCGA-DC-4745-01A-01R-A32Z-07	TCGA-DY-A1DC-01A-31R-A155-07	TCGA-AG-3732-01A-11R-1660-07	TCGA-AF-3911-01A-01R-1736-07	TCGA-AH-6549-01A-11R-1830-07	TCGA-AG-3887-01A-01R-1119-07	TCGA-DY-A1DD-01A-21R-A155-07	TCGA-EI-6881-01A-11R-A32Z-07	TCGA-AF-5654-01A-01R-1660-07	TCGA-AH-6544-01A-11R-1830-07	TCGA-DY-A1H8-01A-21R-A155-07	TCGA-EI-6514-01A-11R-1736-07	TCGA-AG-4001-01A-02R-1119-07	TCGA-EI-6917-01A-11R-1928-07	TCGA-CI-6624-01C-11R-1830-07	TCGA-AG-3608-01A-01R-0826-07	TCGA-DC-6160-01A-11R-1660-07	TCGA-EI-7002-01A-11R-1928-07	TCGA-AG-3999-01A-01R-1119-07	TCGA-AG-A002-01A-01R-A002-07	TCGA-BM-6198-01A-11R-1736-07	TCGA-F5-6864-01A-11R-1928-07	TCGA-AG-3583-01A-01R-0821-07	TCGA-EI-6512-01A-11R-1736-07	TCGA-AH-6897-01A-11R-1928-07	TCGA-F5-6813-01A-11R-1830-07	TCGA-AG-3591-01A-01R-1736-07	TCGA-AG-3605-01A-01R-0826-07	TCGA-AG-A023-01A-01R-A00A-07	TCGA-DY-A1DF-01A-11R-A155-07	TCGA-AG-A02X-01A-01R-A00A-07	TCGA-AF-2692-01A-01R-0821-07	TCGA-AG-3599-01A-02R-0826-07	TCGA-AG-A016-01A-01R-A002-07	TCGA-AF-A56L-01A-31R-A39D-07	TCGA-AG-3578-01A-01R-0821-07	TCGA-AG-3574-01A-01R-0821-07	TCGA-F5-6465-01A-11R-1736-07	TCGA-AG-3892-01A-01R-1119-07	TCGA-G5-6572-02A-12R-1830-07	TCGA-AG-3587-01A-01R-0821-07	TCGA-AG-A00Y-01A-02R-A002-07	TCGA-AG-3896-01A-01R-1119-07	TCGA-AG-3594-01A-02R-0821-07	TCGA-EI-7004-01A-11R-1928-07	TCGA-F5-6863-01A-11R-1928-07	TCGA-F5-6814-01A-31R-1928-07	TCGA-CI-6622-01A-11R-1830-07	TCGA-F5-6861-01A-11R-1928-07	TCGA-AG-A036-01A-12R-A083-07	TCGA-AG-3898-01A-01R-1119-07	TCGA-AG-A011-01A-01R-A002-07	TCGA-AG-3575-01A-01R-0821-07	TCGA-DC-6683-01A-11R-1830-07	TCGA-EI-6882-01A-11R-1928-07	TCGA-DT-5265-01A-21R-1830-07	TCGA-DY-A0XA-01A-11R-A155-07	TCGA-AG-3600-01A-01R-0826-07	TCGA-DC-5869-01A-01R-1660-07	TCGA-CL-5918-01A-11R-1660-07	TCGA-DY-A1DG-01A-11R-A32Y-07	TCGA-CL-4957-01A-01R-1736-07	TCGA-AG-3586-01A-02R-0821-07	TCGA-DC-4749-01A-01R-1736-07	TCGA-G5-6235-01A-11R-1736-07	TCGA-AG-3612-01A-01R-0826-07	TCGA-AG-3725-01A-11R-1736-07	TCGA-EI-6509-01A-11R-1736-07	TCGA-AH-6547-01A-11R-1830-07	TCGA-AF-6672-01A-11R-1830-07	TCGA-AG-A01N-01A-01R-A00A-07	TCGA-AF-2691-01A-01R-0821-07	TCGA-AG-3883-01A-02R-0905-07	TCGA-DC-5337-01A-01R-1660-07	TCGA-AG-3592-01A-02R-1736-07	TCGA-AF-2690-01A-02R-1736-07	TCGA-F5-6811-01A-11R-1830-07	TCGA-AF-3400-01A-01R-0821-07	TCGA-AG-A008-01A-01R-A002-07	TCGA-AG-3894-01A-01R-1119-07	TCGA-AG-3885-01A-01R-0905-07	TCGA-AG-3882-01A-01R-0905-07	TCGA-AG-3726-01A-02R-0905-07	TCGA-AF-4110-01A-02R-1736-07	TCGA-AH-6644-01A-21R-1830-07	TCGA-AG-A02N-01A-11R-A083-07	TCGA-AG-3609-01A-02R-0826-07	TCGA-AG-A01J-01A-01R-A00A-07	TCGA-AG-4022-01A-01R-1736-07	TCGA-AG-4021-01A-01R-1736-07	TCGA-G5-6233-01A-11R-1736-07	TCGA-AF-6655-01A-11R-1830-07	TCGA-AG-4015-01A-01R-1119-07	TCGA-AG-3731-01A-11R-1736-07	TCGA-AG-3611-01A-01R-0826-07	TCGA-EI-6885-01A-11R-1928-07	TCGA-AG-4007-01A-01R-1119-07	TCGA-AG-3581-01A-01R-0821-07	TCGA-AG-3901-01A-01R-1119-07	TCGA-DC-6158-01A-11R-1660-07	TCGA-F5-6571-01A-12R-1830-07	TCGA-AG-3582-01A-01R-0821-07	TCGA-EI-6508-01A-11R-1736-07	TCGA-CL-5917-01A-11R-1660-07	TCGA-AF-2687-01A-02R-1736-07	TCGA-EF-5831-01A-01R-1660-07	TCGA-DC-6157-01A-11R-1660-07	TCGA-AG-A00C-01A-01R-A002-07	TCGA-AF-A56N-01A-12R-A39D-07	TCGA-DY-A1DE-01A-11R-A155-07	TCGA-AG-A01L-01A-01R-A002-07	TCGA-AF-2693-01A-02R-1736-07	TCGA-DC-6681-01A-11R-A32Z-07	TCGA-AH-6903-01A-11R-1928-07	TCGA-AG-A025-01A-01R-A00A-07	TCGA-AG-3902-01A-01R-A32Z-07	TCGA-AG-3893-01A-01R-1119-07	TCGA-F5-6812-01A-11R-1830-07	TCGA-AG-3881-01A-01R-0905-07	TCGA-AG-A014-01A-02R-A002-07	TCGA-AG-3580-01A-01R-0821-07	TCGA-CI-6623-01B-11R-1830-07	TCGA-EI-6884-01A-11R-1928-07	TCGA-AF-6136-01A-11R-1830-07	TCGA-AF-3913-01A-02R-1119-07	TCGA-AG-A02G-01A-01R-A00A-07	TCGA-DC-6154-01A-31R-1928-07	TCGA-AG-3584-01A-01R-0821-07	TCGA-AG-A032-01A-01R-A00A-07	TCGA-G5-6641-01A-11R-A32Z-07	TCGA-AG-3890-01A-01R-1119-07	TCGA-AG-3742-01A-11R-1660-07	TCGA-AG-A026-01A-01R-A00A-07	TCGA-F5-6702-01A-11R-1830-07	TCGA-G5-6572-01A-11R-1830-07	TCGA-F5-6464-01A-11R-1736-07	TCGA-EF-5830-01A-01R-1660-07	TCGA-DC-6682-01A-11R-1830-07	TCGA-CI-6619-01B-11R-1830-07	TCGA-AG-3727-01A-01R-0905-07	TCGA-AG-A01Y-01A-41R-A083-07	TCGA-AG-3598-01A-01R-0826-07	TCGA-F5-6810-01A-11R-1830-07	TCGA-AG-A01W-01A-21R-A083-07	TCGA-AG-3878-01A-02R-0905-07	TCGA-EI-6507-01A-11R-1736-07	TCGA-CI-6621-01A-11R-1830-07	TCGA-AG-A020-01A-21R-A083-07	TCGA-AG-4008-01A-01R-1119-07	TCGA-AG-3602-01A-02R-0826-07	TCGA-AG-3909-01A-01R-1119-07	TCGA-DC-6156-01A-11R-1660-07	TCGA-EI-6510-01A-11R-1736-07	TCGA-AG-3728-01A-01R-0905-07	TCGA-AG-A015-01A-01R-A002-07	TCGA-CI-6620-01A-11R-1830-07	TCGA-AH-6643-01A-11R-1830-07	TCGA-EI-6513-01A-21R-1736-07	TCGA-EI-6506-01A-11R-1736-07	TCGA-AG-4005-01A-01R-1119-07	TCGA-AF-A56K-01A-32R-A39D-07	TCGA-AG-A00H-01A-01R-A00A-07	TCGA-EI-6511-01A-11R-1736-07	TCGA-EI-6883-01A-31R-1928-07	TCGA-DC-6155-01A-11R-1660-07	TCGA-AG-3593-01A-01R-0821-07	TCGA-AG-3601-01A-01R-0826-07
MUC20-OT1	0.9650938	0.8279658	0.6402134	0.7160527	0.312098926	2.39690988	0.4593496	0.7713007	0.5119703	0.6037578	0.9957532	0.8866245	1.018526	1.322222	1.211843	0.5416843	1.577393	1.526588	1.472647	0.5521642	1.148091	0.6330327	0.684080294	0.8924706	1.604151427	1.295314819	0.9247877	1.182493	0.9074717	1.110639	2.152399	2.695815	0.5861081	1.219189	0.920300484	0.4733011	1.115707	0.5964177	1.694311816	2.502618	1.190592	2.801449	0.4780473	0.508779401	2.326637	3.221665	0.647114	0.7969754	0.4477401	0.356021	1.033287	1.361165329	0.4382779	1.214641	0.8046311	1.978731	0.6604137	0.8929201	1.636545	2.110141	2.023009	1.651925	0.5945213	1.005479	0.8554686	0.7962948	3.12669	1.360925	0.7465063	1.407533	1.60616	0.783315	1.317291992	1.136944	1.267077	0.7362904	1.91228	1.162132	1.210064	2.863407	0.9697815	1.926758	0.2783878	0.3651348	0.8213285	0.6733282	1.038275	0.3044632	0.7747545	0.6936088	0.976430988	1.110351	0.448054734	0.6278258	0.6707674	1.268284	0.3222906	1.074561	1.182712	1.364157	1.48324	2.377356	0.7453818	0.6911592	1.476119	0.4423274	0.684484	0.590817876	0.953144295	0.9390812	1.888322	1.069548	2.146928	1.615112	1.862339	1.425726	0.7187227	2.262418	1.644885	1.945392518	1.169441	0.9222998	0.583581043	0.6419301	0.984175945	1.687613	1.76184	1.876015	0.4375623	1.164851	1.481305	0.827849	1.807651	3.046338	0.8633457	0.7658246	1.426838	1.232118	1.451181274	1.073835	2.059152	2.500325	1.251934	0.6537594	0.4238599	0.7027993	0.8412378	1.190031	1.5951	0.566135662	0.9797837	0.6729571	1.38004	1.018134	0.639064713	1.01903	1.645319	1.030815	1.831093	0.774718	0.9769141	3.432924	1.694411	0.3766767	0.8679993	1.777347	0.509765	1.198889	1.125743	1.412112	1.253095	1.27536345	0.3968951	1.030331	0.5698034	1.493041	0.5360789
CARD8-AS1	2.931306	2.963643	5.686036	3.283637	1.398990108	1.163335641	1.765792	1.350677	1.789501	0.8548034	1.478068	0.7297551	1.490273	1.503675	2.16054	1.505618	0.8811748	1.202213	0.9144021	0.5307952	0.7148045	1.062733	1.185669867	1.159643	1.778194302	1.286397241	1.278758	0.9965967	0.7114928	0.5805227	0.8193452	1.276572	2.031316	1.731033	1.056509638	1.623986	2.317641	1.854193	0.661302451	0.511407	0.7027442	0.9919014	1.238494	1.013771754	2.148847	1.203741	1.862622	2.064884	2.35407	0.9912917	1.69223	0.756746149	1.764102	1.670232	1.987594	1.632126	1.082034	0.9186	1.029627	0.8445012	2.205089	0.3705495	3.782744	1.465005	1.223998	0.9039676	1.069603	1.33271	2.078258	0.7239769	0.4834023	1.654057	1.03280772	1.910813	1.136728	0.9942507	1.237975	1.143881	2.368047	1.60616	1.001823	1.249223	1.016324	1.674258	1.953865	2.93734	1.028643	2.563874	1.104285	2.007216	0.739126548	0.6181261	0.113770766	2.436842	1.58607	1.010136	2.415311	0.3727108	2.344487	1.576436	0.951039	0.7224627	1.059369	2.595962	2.644231	2.010657	1.554978	2.041891384	1.605449759	1.798617	1.510648	1.321755	0.7761766	1.23384	2.383675	1.448356	1.453041	0.5932351	1.734901	1.026989544	1.128675	1.298922	0.889207094	1.740802	0.781920318	2.013291	0.6417435	1.352911	0.8380606	0.8515993	1.625501	0.794329	1.35888	2.481235	0.9585861	1.077006	1.516757	1.226158	0.787595641	0.7572553	1.101695	0.9504733	0.8640801	1.388244	1.281815	1.488903	0.8831861	1.140515	1.816611	0.281119054	1.042541	1.809573	1.23073	1.214722	0.785663464	1.120025	1.812794	0.4576884	1.462289	3.28845	1.239848	2.392125	1.174323	1.221805	0.973355	1.226493	0.9419767	1.91866	1.546606	0.9622786	1.494058	0.670544061	1.296588	0.5378291	0.7073507	1.962479	2.537868
LINC02014	0.4992517	1.468362	1.333536	0.8243634	0.162914891	0.830231199	0.5044511	0.4743339	0.3176894	1.14951	2.419918	1.920805	0.3578692	1.346759	0.8750842	3.505656	1.359856	1.323355	2.49196	2.214337	0.8029762	1.440233	1.027234923	0.8976525	1.241763324	1.808533792	3.6406	1.520937	1.768354	0.2404732	1.357608	0.2073732	1.476217	1.670249	0.208401871	0.2491529	3.84607	2.624249	0.730493423	1.719305	1.571025	1.068958	1.539086	0.479931857	0.9446267	1.303614	3.302836	1.942276	1.444651	0.6211185	1.188105	2.170185324	3.08063	1.017456	0.636392	3.030286	0.2429361	1.145642	0.7989683	1.696109	1.146261	0.9445834	1.989775	1.665883	2.128248	1.011188	0.2747706	0.6691585	2.215152	1.671557	1.428086	1.135907	0.855651501	1.199283	1.337048	1.503594	1.681807	1.834206	0.5344807	2.981255	0.6615794	0.7392468	0.2903431	0.9716221	1.176848	0.8843553	1.296827	0.2484322	1.143585	0.7718198	0.942069375	0.6638329	0.628372056	0.8847564	0.1752018	1.394781	0.5507382	0.395872	2.514637	4.082887	1.961861	2.347214	0.9101623	0.6198701	0.9888437	0.9150307	0.7039641	1.944423338	1.930745273	1.493349	0.4469745	1.018638	1.420369	4.531759	1.825451	1.290238	1.478354	0.8547448	1.368872	0.521582412	1.693976	0.5931368	0.784782057	1.961877	0.899720142	0.5863899	0.6816231	0.6509975	2.160073	0.9103555	0.4344131	1.835944	1.113072	2.840017	2.978104	3.767356	0.6838581	0.5016479	0.271875143	0.7810559	1.073791	1.21397	0.8351764	1.152626	3.98558	0.3601498	4.1199	0.6846984	0.5515745	0.543431125	1.036458	0.8446078	1.192098	0.795993	0.175918808	1.779951	0.8834399	1.868431	1.087211	0.8121477	0.4370973	1.460948	4.249416	0.5998401	0.8696435	0.833321	1.753074	1.74851	0.9436069	0.8034002	0.5770554	1.049327786	3.06501	0.1042283	0.1674342	0.7451846	0.9531562
AP003486.1	2.100811	1.607149	0.4285079	1.883693	1.458314949	2.429372063	2.062654	2.975243	3.22005	1.319194	0.5725281	1.692004	1.565207	1.025794	1.952726	0.611268	0.809195	1.181212	1.583699	1.508815	0.6570004	1.552345	1.581649865	1.069757	2.226844497	0.634180312	0.7408995	2.6074	0.678133	0.9587418	1.136386	1.897265	0.6113917	0.5243666	1.733680242	1.729709	0.3144695	0.5713111	1.173654556	1.397612	1.798217	1.443137	1.658701	0.528337604	1.673355	1.59412	0.3383037	1.235784	0.3610543	1.153981	1.230167	1.147901212	0.3453157	0.5327928	1.107671	1.245572	0.9367577	1.042065	1.296255	2.043803	0.6394623	1.391156	0.6105174	2.184904	1.199387	2.047717	1.447017	0.2508591	0.8088628	1.655842	1.790113	1.139017	0.687370516	0.8510209	2.122237	0.8636067	0.9105408	1.096009	1.532242	1.252634	1.535348	1.01176	0.2073256	0.3469037	1.014766	1.08878	3.141877	0.8093797	0.827943	0.6012373	0.672704521	0.8464712	0.336526747	0.7992962	0.8809586	1.895115	0.7537603	0.5794956	1.140328	0.8913265	0.8077816	1.389748	0.6151034	1.135446	0.7196836	0.6051347	1.193866	0.613234965	0.944657561	0.9446533	2.318427	0.6516111	1.272416	1.052308	1.426939	0.5297598	1.790835	2.263376	1.011683	1.355939605	0.8588295	0.8420415	1.292512862	1.296653	1.29563605	1.310451	0.8274365	2.314187	0.3718395	0.8938306	1.059856	2.375114	1.652075	0.9898446	0.6734163	1.935027	1.581964	0.7612011	1.261898198	2.033014	1.35781	2.565439	1.565485	0.9393584	1.642996	1.248358	1.217947	2.346832	1.669231	0.304895222	1.367138	0.791582	1.476091	0.781544	0.397792037	0.9428404	1.524527	0.9515935	1.067476	0.4481287	1.092415	0.9298269	2.161001	0.3614022	1.439561	1.722767	1.625346	1.310043	1.272245	1.213564	1.607029	2.269922039	1.068749	1.260597	0.1893032	1.95915	1.000914
AC009237.14	1.052778	1.378207	1.71492	0.9144745	0.437233314	0.581266009	0.8166098	0.9354799	1.231561	1.680262	2.608278	2.267673	3.735101	3.61445	4.181154	0.3646717	1.173848	0.2076983	0.01486213	0.8928252	0.6135875	5.09298	4.135361668	0.2930026	4.405678401	0.260023332	2.410105	0.7019163	0.3222548	2.330558	3.10378	1.681248	0.132063	0.05152459	0.093218654	0.1114467	2.74469	1.631914	0.599044324	2.073687	0.04133666	1.852822	2.39678	2.397200414	0.3358602	1.195375	0.1210956	1.02472	0.5169568	1.471458	4.995555	0	3.300726	0.1517034	1.067474	7.460693	0.1303991	0.1342127	0.557093	3.129529	0.1602266	0.2112572	4.227647	3.147893	0.1493287	0.3674993	2.181573	1.945555	0.1501277	0.07330309	3.582757	0.1189156	0.255156638	0.7510189	3.783408	2.134651	0.123324	2.484124	2.250113	4.228242	2.636432	0.2755557	1.818196	0.584474	2.661832	1.077599	1.560675	1.222368	0.08525474	1.726184	5.126910171	0.9332213	0.028107232	2.4105	0.4702091	0.2426235	1.724426	0.8853725	2.999475	0.3740584	4.331109	0.7874358	0.3198782	0.5665939	0.2041441	1.255793	2.393125	1.449575324	4.254162449	5.387391	0.7553015	1.518797	0.15017	0.06096441	0.4206359	1.601526	4.298264	0.6690764	0.1836899	0.233305056	0.03030877	1.225486	0.192503001	0.3483414	0.160978786	0.1942916	3.811146	1.316698	0.4485955	0.2036021	0.09715701	0.9812006	2.944604	0.1209854	3.552301	0.3252038	0.1147093	0.2524368	0.273623399	3.82051	4.642991	0.07337994	0.1067361	5.189348	0.6802634	3.866301	2.10821	0.03062672	0.3877038	1.076488453	1.390831	0.1259317	6.557574	2.924693	3.881985848	0.2740934	1.496836	0.09832398	3.543132	0.2972255	0.3258578	0.4830109	0.1125458	5.902818	3.111949	1.76754	1.125641	5.107433	1.877135	3.676558	0.593672	1.02156308	0.3843886	0.8508435	0.2246812	2.393864	0.2257142
CD27-AS1	4.532136	4.98134	6.536654	7.347569	2.777836375	3.651946322	3.635349	4.90341	6.367645	2.458595	3.223934	5.45652	3.902341	4.663723	4.099037	6.867738	8.387874	3.722244	3.639309	3.031419	4.391965	4.305601	5.891449015	2.687758	3.669309517	4.009893668	5.532421	6.151518	2.108308	0.3015961	5.335069	8.08966	3.480703	4.502594	1.681499448	2.499856	2.982565	3.652512	3.804644321	6.083887	3.129371	3.281833	4.218034	3.160079024	4.556653	5.654249	7.130264	5.735954	4.152155	3.240995	1.738443	2.620990621	4.387797	3.218532	3.05957	8.489951	2.036312	3.768851	6.228417	2.407897	3.369409	5.018417	7.213644	5.230389	2.154551	7.893283	8.22759	0.923168	3.92876	4.809456	6.366097	4.09202	1.967421496	5.627892	5.492439	3.716889	3.630735	4.526289	3.345097	8.534397	1.533758	3.940374	3.499808	3.060474	3.462511	4.315442	4.795452	4.738584	4.727743	4.311996	3.954817913	5.590075	4.334496074	4.937345	3.344843	2.931703	2.097753	2.598318	7.298451	3.496037	7.460937	4.554749	1.440471	6.974311	11.01857	7.30298	4.811783	3.671526538	4.050776832	2.829745	5.714857	2.839006	3.465624	9.850203	6.371117	3.910619	2.464801	4.824008	6.146175	4.810779673	4.376566	3.111387	4.339193666	4.551691	3.773900885	4.453481	4.003671	6.306908	4.095924	13.16181	3.496	3.977219	3.968602	4.994179	3.721238	8.952505	4.496862	4.784204	3.466627266	3.62867	3.965357	3.74461	3.017681	3.03785	6.007119	1.957331	5.601122	3.270343	2.701206	4.284086256	4.465408	3.280851	3.721852	2.376944	2.4882549	5.745619	3.553404	2.733902	3.668615	3.487856	4.65968	3.326001	7.176155	3.322685	3.371216	1.640746	3.581698	3.162046	3.52959	2.325246	4.137323	3.935228017	5.412829	5.539293	1.329951	4.177351	4.312914
SYNPR-AS1	0.6379328	1.753208	1.107576	0.7162802	0.029738432	0.461239555	0.3376353	0.8815903	0.6314567	0.4983489	4.28426	2.776245	2.24828	3.24095	0.8894479	0.7292127	2.469212	2.22494	2.250148	2.909132	1.410785	1.805575	1.06646959	0.7130003	2.993088619	1.568113625	3.070239	2.99225	0.5858127	0.409695	2.351511	2.947868	2.640788	1.251087	1.864038958	2.370029	3.751467	4.334633	1.24454435	3.805328	0.2361672	1.707364	1.820935	1.226492525	2.321198	1.915588	2.352293	1.781803	1.476755	1.17578	1.315716	0.82163395	3.020928	4.246935	1.321397	4.034723	0.5277112	1.115334	3.393004	1.986646	0.7323333	0.6034839	0.1589056	1.998304	1.226409	1.211319	4.125375	0.5130215	3.559533	3.811077	2.737164	1.544082	0.182222079	3.677801	2.265553	2.422457	3.029703	2.864531	1.044508	3.158999	0.7685013	0.8658771	0.8656526	1.027463	2.752147	1.052078	1.341427	0.6348824	1.86715	1.344838	1.705320025	0.8482309	0.64233588	2.74066	2.649116	0.9901223	0.6255298	1.315175	2.179031	2.137094	0.8490848	3.699035	2.575181	0.3099351	4.470926	3.401326	1.079412	0.579726217	2.375690686	3.069661	2.8874	1.193127	3.101857	2.525216	0.1060237	3.33849	2.563654	1.638261	3.603175	1.916090945	1.904781	2.454143	2.361378268	2.506843	0.689785442	2.136824	2.525792	2.278491	0.2957242	0.9693601	0.8326251	1.553797	2.641339	4.204929	1.522142	1.435708	1.492774	0.8012432	2.084376098	2.833077	0.6860333	1.928498	2.820377	1.536835	4.891658	2.070861	2.147841	1.487317	0.8390352	0.19839549	0.2207273	3.597404	1.717692	3.777808	0.374641907	0.2237096	0.7867672	1.544814	1.389215	2.075489	1.396283	4.017606	5.894201	2.011964	1.010192	0.8587089	2.167779	2.606575	0.2855652	1.342434	3.133732	1.735162941	2.159511	3.4294	1.71155	1.990923	2.865698
LINC02298	1.360959	2.085222	4.32187	2.237226	1.508549574	2.689610502	1.251444	1.52813	1.432676	3.344952	1.872154	2.517911	3.631217	6.21395	2.120425	6.519104	6.561257	2.34872	3.864507	2.399397	13.21454	2.567996	3.422516355	2.277987	2.957640077	10.134012314	6.572072	3.24666	7.379577	0.9711548	2.522052	5.417449	8.763735	3.209846	1.99467327	7.194388	2.774492	5.467054	5.347073246	8.666904	6.549876	3.075867	3.038748	6.056914018	2.87584	2.724465	8.691929	7.150027	7.132368	1.518974	4.79818	5.940266862	5.077734	3.65702	0.9798427	8.067732	1.133172	4.048357	3.772329	4.495157	6.553201	3.814715	4.821442	4.736846	1.188127	5.111005	7.448628	0.6485778	3.049748	3.792255	8.444148	2.693865	3.282784165	5.085489	3.662397	4.910634	2.789175	2.870394	1.161786	2.070266	3.898398	7.68756	6.56631	4.83047	3.470382	2.105943	2.487698	1.203957	3.81017	5.015547	4.85081686	11.48957	5.176888831	5.603275	1.2736	1.126569	6.931981	4.700282	4.692495	7.032575	4.351263	2.82008	3.85949	2.138736	9.722542	4.043906	5.202636	10.718778201	2.599115226	2.989235	2.557244	2.468271	4.568089	3.137414	3.066128	4.9436	4.797609	6.040826	3.350096	9.241913	9.071362	6.501779	4.063930873	2.957544	7.921104531	5.591454	6.27626	1.954652	3.504973	6.112157	2.2807	2.12324	1.252223	3.38622	5.532475	6.76646	5.247367	5.469965	6.05257129	2.411518	2.493501	2.544071	7.444413	2.352748	6.274196	1.109034	6.468965	1.285802	1.113771	3.009812974	3.662535	3.027229	2.01279	2.204318	3.19702915	0.9368435	1.913631	3.52872	4.892517	3.354414	7.060897	2.481873	6.079854	5.041753	3.687673	1.221307	1.284644	4.301026	2.181165	3.032401	4.981332	4.187871443	2.238468	5.035346	18.76415	1.88774	3.939909
NRSN2-AS1	4.300656	6.747503	10.48609	7.389122	2.522294888	6.35340355	4.306296	4.53276	4.573396	4.934329	9.194224	2.437578	2.235694	3.072764	7.471014	3.520937	6.823492	2.553977	5.658581	4.981072	2.208299	0.9300098	1.569468214	2.747912	5.174282631	2.052648945	5.844141	6.865587	1.867906	3.984343	3.540021	1.288469	2.020882	1.149823	7.607835345	2.120473	4.712958	4.537555	4.365150412	2.701906	2.183804	2.286502	2.740517	2.672351998	1.065788	2.974326	1.720693	6.37129	4.414442	0.7685569	3.227119	6.091124599	4.028113	2.984691	1.296421	6.743751	2.731823	4.934398	6.357263	2.130717	5.837743	7.248013	3.394769	2.022333	5.134645	5.587572	6.996836	2.617289	6.180869	4.967587	9.132403	5.829323	1.684981532	2.003351	8.526543	3.941995	6.133245	6.788046	2.203246	9.687562	1.519261	2.610316	1.182941	11.8214	4.541505	4.895268	4.881082	4.959701	2.588496	4.173761	4.605911753	2.240992	1.433693683	3.32074	2.403201	3.472783	2.44332	1.290317	1.884202	5.772092	6.961802	7.650576	2.754708	6.171073	5.020544	12.57385	1.89298	1.795684212	2.214248145	3.200886	1.558054	7.055377	4.398113	4.942158	5.296336	3.548338	1.003873	5.281753	2.320105	14.530205581	1.987701	5.615738	2.310398376	5.503748	1.66179167	3.504043	5.387627	6.688534	3.646026	2.163612	3.480849	6.139561	3.524324	5.326353	2.642438	1.669571	0.83587	4.803064	3.323091036	4.557796	6.926977	1.416979	1.40971	1.613018	2.286194	3.008074	5.666836	4.100796	5.693089	0.506078553	2.862139	8.660287	6.77906	2.779803	2.245796261	2.4966	1.832415	1.298607	8.099858	2.16584	4.095976	3.830187	7.107579	4.27686	1.997063	4.643741	3.778625	8.894119	2.974447	4.330804	3.667698	4.074072446	3.057742	2.951358	1.182436	3.312104	2.878307
AP000894.4	0.8949172	1.101558	1.476415	1.314271	0.412274418	0.959149087	0.7092056	0.8911728	1.146371	1.181766	0.9468642	0.5577981	1.584849	1.855534	1.262432	0.2406984	1.1974	1.062443	0.8338177	0.9207838	4.988331	0.5616001	0.568647904	1.038597	1.583113848	1.43021805	0.05374219	1.06914	0.193365	0.2366561	1.336059	1.30102	0.08716708	0.8076986	1.538204287	0.5721289	1.863617	0.7558812	0.629036003	5.483941	1.637034	0.690369	0.8414754	0.82654931	0.6793469	3.848765	0.2397844	0.7351715	0.5331451	0.7470949	0.7015475	0.593260538	0.2115161	0.1001306	0.4305748	0.7518117	0.6813779	0.4429297	0.9712948	1.25189	0.7402934	0.5809938	0.458951	1.907104	1.047233	1.259471	1.622455	0.7902443	2.229536	0.9192784	5.407802	0.5351538	0.842069731	1.726111	1.544664	0.9650398	0.5290929	0.1504243	1.25311	2.629806	1.775668	1.727843	0	0.8902548	1.37669	0.810296	3.008287	0.6417833	0.2813583	1.035775	0.115889487	0.9799438	0.092759684	1.029024	0.5172625	0.9150944	0	1.402518	1.06669	1.561242	0.7473754	0.4619913	3.454902	0.954831	1.684294	0.9823706	0.3117555	0	0.211122058	1.150157	0.5498495	0.6265431	1.334286	0.8550795	1.673988	0.2380796	0.5715633	0.7360303	0.8891149	5.582173673	0.1000252	0.8338884	0.560558612	1.569644	0.354175548	0.5770822	0.905585	1.71308	0.2277628	0.2239764	0.8550353	0.9503311	0.3755673	3.593491	0.9769441	3.21972	1.640445	0.5553959	1.103683617	3.272996	1.320934	0.968676	1.232879	0.9987038	0.7741414	0.4873456	0.6325028	0.960208	1.550912	0.229202243	1.615011	0.2078003	2.283949	1.3429	0	0.7753415	0.5532654	1.541325	1.031741	0.6539371	0.6452388	1.265852	0.9491959	0	0.8169378	0.5952293	0.2504391	2.502918	1.026379	0.7298287	0.5962906	0.273354297	0.3805686	0.6923736	1.071047	1.000031	0.4138353
